0,0
0.434866031260345,0.01
0.869374526275016,0.02
1.30272149610315,0.03
1.73446077843781,0.04
2.1640581046475,0.05
2.59098020261783,0.06
3.01469507296603,0.07
3.43467192771122,0.08
3.8503809769703,0.09
4.2612929952856,0.1
4.66687860843297,0.11
5.06660722806015,0.12
5.45994554040828,0.13
5.84635542574506,0.14
6.22529114299279,0.15
6.59619555315068,0.16
6.95849506567656,0.17
7.31159285813313,0.18
7.65485971480391,0.19
7.98762150985702,0.2
8.3091418464823,0.21
8.61859751313209,0.22
8.91504296476584,0.23
9.19735745922081,0.24
9.46416370873251,0.25
9.71369764078486,0.26
9.9435898224323,0.27
10.1504773079368,0.28
10.3292654149831,0.29
10.4715995181213,0.3
10.5623425560106,0.31
10.5325816479983,0.311
10.4755213740574,0.312
10.3954682373482,0.313
10.2903924608032,0.314
10.1468025977975,0.315
9.92657443578401,0.316
9.5189363372972,0.317
8.49101114120002,0.318
3.53572987126252,0.319
1.13375860697588,0.32
0.870164481825897,0.321
0.0183779953445619,0.322
